#Name	TATA-box	Inr	CCAAT-box	GC-box
Tubgcp5_1	0	1	0	0
AK080009_1	0	0	0	0
Retsat_1	1	0	0	0
Mrps6_1	0	0	0	1
6530402F18Rik_1	0	0	0	0
Rdx_2	0	1	0	1
Gbf1_1	0	0	1	0
Chil4_1	1	1	0	0
Spindoc_1	1	0	1	1
Mir546_1	0	0	0	0
Sbk1_2	0	0	0	0
Ly9_1	0	0	0	0
Ppp1r32_1	0	0	0	1
Parp12_1	0	1	0	1
Gm765_1	0	1	0	0
Pou3f3_1	0	0	0	1
EG629133_1	0	0	1	1
Rars_1	0	0	0	0
Cebpe_1	0	0	0	1
Baiap2_1	1	0	0	1
Slc16a12_1	0	1	0	1
Capn3_2	1	0	0	0
Hist1h1c_1	1	0	0	0
Rc3h1_1	0	0	0	1
Nctc1_1	0	1	1	0
Slc6a1_1	0	0	0	1
Tubb1_1	0	0	1	1
Hmx1_1	0	1	1	0
Cep57l1_1	0	0	0	1
Defa31_1	0	1	0	0
Samhd1_1	0	0	0	1
Dsel_1	0	0	0	1
Tmem55a_1	0	1	0	1
Gtpbp10_1	0	1	0	0
Gpr183_1	0	1	0	0
Ogfod3_1	0	0	0	1
Pls1_2	0	0	0	1
1700112J16Rik_1	0	1	1	1
Rps4l_1	0	1	0	1
AF357425_1	0	0	0	0
1700028K03Rik_1	0	0	0	0
Traf2_1	0	0	0	0
4930404I05Rik_1	0	0	0	1
Fbxl8_1	0	0	0	1
Gm10319_1	1	0	0	0
Prkag2os1_1	0	0	0	0
Ino80_1	0	1	0	1
Cela1_1	1	1	0	1
Nmnat3_1	0	1	0	1
Gm10125_1	0	0	0	1
Mug-ps1_1	1	0	0	0
Bsg_1	0	0	0	0
Tpsg1_2	0	1	0	1
Spint5_1	0	0	0	0
Rnf219_1	0	0	0	0
Cldn7_1	1	0	0	1
Slc22a7_1	0	1	0	1
Sms_1	0	0	0	1
Prr14_2	0	0	0	1
Cd5l_1	0	0	1	0
Atp5l_1	0	1	0	0
Gpr158_1	0	0	0	1
Cxcl16_1	0	1	0	0
Zfp758_1	0	0	0	1
Mir101b_1	0	0	0	1
Mipep_1	0	0	0	0
Wbp1l_2	0	0	0	1
Zbtb12_1	0	0	1	1
Fsd2_1	0	1	0	0
Cidea_2	0	0	0	1
Ppig_1	0	0	1	0
KY467604_1	1	1	0	1
Tmsb4x_1	1	1	0	0
Fam53b_2	0	0	0	0
Fndc7_1	0	0	0	0
Fam166a_1	0	0	0	0
Gad2_1	0	1	0	1
1110004E09Rik_1	0	0	0	0
Frem3_1	0	1	0	0
Ccr6_3	0	1	0	1
Nsa2_1	0	0	0	0
Ccdc88a_1	0	0	0	0
Nek7_1	0	0	0	0
Ubl3_2	0	0	0	1
Pdia2_1	0	0	0	0
Gpnmb_1	1	1	0	0
Myadm_1	0	0	0	1
Tmem150b_1	0	1	0	0
Clip4_1	0	0	0	0
Lhx6_2	1	0	0	1
Hist1h2ag_1	1	0	1	0
Six3_1	1	0	1	0
Smarcc1_1	0	0	0	1
Frmd6_1	0	0	0	1
Dmrta1_1	0	1	0	1
AK144859_1	0	0	0	0
Cnppd1_2	1	0	0	0
Elk3_2	0	0	0	1
9030616G12Rik_1	0	0	0	0
Serpina1f_2	0	1	0	0
Timm29_1	0	0	0	0
Xlr3b_1	0	0	1	0
Mpi_1	1	0	0	0
Wnt5b_1	0	0	0	0
Nt5c2_3	0	0	0	0
Slc35e2_1	0	0	1	1
Acad9_1	0	0	1	0
Krtap4-9_1	1	1	0	0
Plekha6_2	0	0	0	1
Pcsk4_2	0	1	0	1
Xirp1_1	1	0	0	1
Wtap_2	0	0	1	0
Ctsm_1	1	0	0	1
Copb2_1	0	1	0	1
4933421I07Rik_1	0	0	0	1
Stk19_1	0	0	1	0
AK017296_1	0	1	0	0
Sdcbp_1	0	0	0	0
Gramd1c_1	0	1	0	1
Slc25a41_1	0	1	1	0
Jarid2_2	0	0	0	0
Zbtb44_1	0	1	0	1
Prkacb_1	0	0	0	0
Arhgef5_1	0	0	0	1
Slco1a5_1	0	1	0	0
Acin1_2	0	0	0	0
Angel2_2	0	0	0	1
Dpysl5_1	0	1	1	1
Sfrp2_1	1	0	0	1
Coch_1	1	1	0	1
Mapk12_1	0	1	0	0
Bccip_1	0	0	0	0
Men1_1	0	0	1	0
Pou6f1_1	0	0	0	0
1700019M22Rik_1	1	0	1	0
Limk2_2	0	1	0	1
Psd2_1	0	0	0	0
AK040659_1	0	1	0	1
Diaph1_1	0	0	1	0
1700025N23Rik_1	0	0	1	1
Pigu_1	0	1	0	1
Mta1_1	0	0	0	0
Top3a_1	0	0	1	0
Apol6_2	0	0	0	0
Bcl2l11_2	0	1	0	1
Mir22hg_1	0	1	1	1
Eme2_1	0	0	0	0
Snord69_1	0	0	0	0
Gucy2e_1	0	1	0	0
Macrod2_1	0	0	1	0
3830406C13Rik_1	0	0	0	0
Pafah1b2_1	0	0	0	1
Nedd8_1	0	1	0	1
C87198_1	0	0	0	1
Gm15972_1	0	0	0	0
Iyd_1	1	1	0	0
Abca4_1	0	0	0	0
Mocos_1	0	1	0	1
Zfp142_1	0	0	0	0
Map4k2_3	0	0	0	0
Dlg2_1	0	0	1	1
G3bp2_1	1	0	1	0
Apol7d_1	0	0	0	0
Cntrl_3	0	1	0	0
1810011H11Rik_1	0	1	1	1
Gna15_3	0	0	0	0
2810002D19Rik_1	0	0	0	0
Wdhd1_1	0	1	0	0
Vamp3_1	0	1	0	1
Calcb_1	1	0	0	0
Zbtb22_1	0	0	0	0
Oxsr1_1	0	1	0	0
Gata6_1	0	0	1	0
Ubr1_1	0	0	0	0
Cyp2j6_2	0	0	0	0
Tgfb1_1	1	0	0	1
Ggt1_1	0	0	0	1
AK165532_1	0	0	1	0
Arhgap5_1	0	0	0	1
6430573F11Rik_2	0	0	0	0
Tagap_1	1	1	0	0
Tex37_1	0	1	0	0
Scn9a_2	0	0	0	0
Galnt7_1	0	0	0	1
Hey1_1	0	1	0	1
Spcs3_1	0	1	1	1
Rad21_1	0	0	1	0
Gabbr1_3	0	0	0	1
Nprl3_1	0	0	0	0
Naca_2	0	1	0	0
Mapk4_1	0	0	0	1
Tmem184a_1	0	1	0	1
AK015492_1	0	0	1	1
Pik3c2b_2	0	0	0	0
Cpsf4l_1	1	0	0	0
4930556L07Rik_1	0	0	0	1
Hnrnpl_1	0	0	1	0
Ubr4_1	0	0	0	1
Bag1_1	0	0	0	1
Vasn_1	0	1	1	1
Acot5_1	0	0	1	0
Krt6a_1	1	1	0	1
Zfp811_1	0	0	1	1
A930016O22Rik_1	0	0	1	1
1700017J07Rik_1	0	1	1	1
Tet2_2	1	1	0	1
2010315B03Rik_1	0	0	1	1
Mest_1	1	1	0	1
Shtn1_1	0	0	0	1
Sema4g_1	0	1	0	1
Pdcd2l_1	0	0	0	1
Olfml2a_1	0	1	0	1
Cetn4_1	0	1	0	1
Gm15292_1	1	1	0	1
Atoh8_1	1	0	0	0
Snhg18_1	0	0	0	1
4833428L15Rik_1	0	0	0	1
Tulp2_2	0	0	0	1
Lmod3_1	0	0	0	0
Tmem174_1	0	1	0	0
Rex2_1	0	1	0	1
Hmgcl_1	0	0	0	1
Glod5_1	0	1	0	1
Msl1_1	0	1	0	0
Zbtb48_1	0	0	1	1
Plgrkt_1	0	0	1	1
Myrip_2	0	0	0	0
Hhla1_1	0	0	0	1
Rundc1_1	0	0	0	1
St3gal2_2	0	0	0	0
Inmt_1	1	1	0	1
Try5_1	1	0	0	0
Gm7102_1	1	1	0	1
Hmga1b_1	0	0	0	0
Ciita_1	0	1	0	0
Wdr90_1	0	0	0	1
AK165338_1	0	0	0	0
Mir744_1	0	0	0	0
Slc35f3_1	0	1	0	0
Rin2_2	0	0	0	1
Mex3c_1	0	0	1	1
Eya4_1	0	0	1	0
Fbxo30_2	0	0	0	0
Moxd1_1	0	0	0	0
Pudp_1	0	0	0	0
Thpo_1	0	0	1	1
Runx1t1_1	0	1	0	0
Wwc2_1	0	1	0	0
Prr29_2	0	0	0	1
Apba2_1	0	0	0	0
Mtap_1	0	0	0	0
Dap3_2	0	1	0	0
2810474O19Rik_1	0	1	0	1
Nrap_1	1	1	0	0
Neurog1_1	1	1	0	1
Mycbpap_2	0	1	0	0
Trim6_2	0	0	1	0
Cd164_1	0	1	0	1
Dpep1_1	0	0	1	0
Maged2_2	0	1	0	0
Dcaf4_1	0	0	0	1
Vrk2_1	0	0	0	1
Unkl_1	0	0	0	1
Kdm1b_2	0	1	1	0
Helq_1	0	0	0	1
Slc30a3_1	0	1	0	1
Slc35g3_2	0	1	0	0
Kng1_1	1	0	0	0
Ptprk_1	0	1	0	0
Cfap58_1	0	0	1	1
AI593442_1	0	1	0	0
Lect2_1	0	0	0	0
Hpcal4_1	0	0	1	0
Klhl13_2	1	0	1	0
Ccrl2_2	0	0	0	1
Upp2_1	0	1	0	0
Mospd3_1	0	0	0	1
Dcaf10_1	0	0	0	0
Pdcd4_2	0	0	0	0
Ikbkb_1	0	0	1	0
Plpp5_1	0	1	0	0
Slc39a7_2	0	0	0	1
Impdh1_2	0	0	0	1
Srsf7_1	1	0	0	1
Rph3al_1	0	1	0	0
Fabp1_1	1	0	0	0
AW495222_1	0	0	0	0
Gm10037_1	0	1	0	0
Pif1_1	0	1	1	1
M1ap_2	1	0	0	1
Rbck1_2	0	1	0	0
Serpinb5_1	0	0	0	0
Fbxl12_1	0	0	0	0
Ppp1r3e_1	0	0	0	1
Arl15_1	0	0	1	1
Lenep_1	1	0	0	0
Sdr42e1_1	0	1	0	0
C530005A16Rik_2	0	0	0	0
Zfp629_1	0	1	0	0
Capn9_1	0	1	0	0
Sh3glb1_2	0	0	0	1
Ankrd33b_1	0	1	0	0
Cep83os_1	0	0	0	1
Golph3_1	0	0	0	1
Taldo1_1	0	0	1	1
Cd300c_1	0	0	0	0
Grcc10_1	0	0	0	1
Prkaca_1	0	0	1	0
Bbs7_1	0	0	0	0
Rn7s1_1	0	0	0	0
Mllt10_3	0	0	0	0
Rtp4_1	0	1	0	0
1810053B23Rik_2	1	1	0	0
Defa30_1	1	1	0	1
Rpl26-2_1	0	0	0	0
Nt5m_1	0	0	0	0
Snx14_1	0	0	0	0
Mecp2_1	0	0	1	1
Ifitm7_1	0	1	0	0
Luzp1_1	0	1	0	1
Hars2_1	0	0	0	1
Ly6h_3	0	0	0	0
Dpf1_1	0	0	1	0
Ttf2_1	0	0	1	1
Hnrnpa2b1_1	1	1	0	0
Mir361_1	0	0	0	0
Greb1_1	0	0	1	1
Lrp12_1	0	0	0	0
Synj1_1	0	0	0	1
Tmem141_1	0	0	0	1
Zfp367_1	0	0	1	1
Aftph_2	0	0	0	1
Mpst_1	0	0	0	1
Hhatl_1	0	1	0	1
Zfp120_1	0	0	1	1
Pkia_1	0	1	0	0
BC100532_1	0	1	0	1
Pou2af1_1	1	0	1	0
Lcor_1	0	1	0	1
Flrt3_1	0	0	0	1
Wfdc3_2	0	1	0	1
Il21_1	1	0	1	0
Cyp7a1_1	1	0	0	0
Ranbp6_1	0	0	0	1
Zfp395_1	0	1	0	0
Sac3d1_1	0	0	0	1
2610307P16Rik_1	0	0	0	1
Gabpa_2	0	0	0	0
Tmem229b_1	0	1	0	0
Rrm2_1	1	0	0	1
Olfr1349_1	0	0	1	0
Crtc2_1	0	0	0	0
Mknk2_1	1	0	0	1
Cyp3a16_1	1	1	1	0
Gm10662_1	1	1	0	0
AW209491_1	0	1	0	1
Kif2b_1	0	0	0	0
Ocel1_1	0	1	1	1
Arhgap33_1	0	0	1	1
Lum_2	0	0	0	0
Mfap5_1	0	0	0	0
3110079O15Rik_1	0	0	0	0
Mtmr12_1	0	0	0	1
Tom1_2	0	1	0	0
Mtss1_1	0	1	0	1
Unc13a_1	0	0	0	1
Kmt2c_2	0	0	1	0
Cyp4b1_1	1	0	0	0
Myo1b_1	0	0	0	0
Nexmif_1	0	1	1	1
Panx3_1	0	0	0	1
Gramd1b_4	0	0	0	1
Snhg11_1	0	1	1	1
Ppp2r2d_3	0	0	0	0
Patj_3	0	1	0	0
H2afb1_1	0	0	0	1
Cfap54_1	0	0	1	0
Stk39_2	0	1	0	1
Nsg1_1	0	1	0	1
Mrps22_1	0	0	0	1
AK006119_1	0	0	0	0
Aspdh_1	0	1	0	0
Cth_1	1	0	1	1
Gm5771_1	1	0	0	0
Dll4_1	1	1	0	0
Raet1d_1	0	0	0	0
4922502D21Rik_1	0	0	1	0
Atrx_1	0	0	1	1
Zfp740_1	0	0	0	1
Dcst1_1	0	1	0	1
Cyp2r1_1	0	1	1	0
6430710C18Rik_2	0	0	0	0
Gm3558_1	0	0	0	1
Dtnbp1_1	0	0	0	1
Cryaa_1	1	0	0	0
Mettl23_1	0	0	1	1
Traf3ip2_1	0	1	0	0
Sumf2_1	0	1	0	1
Nkiras2_1	0	0	1	0
Ttll3_3	0	1	0	0
Clec16a_2	0	0	0	0
Aqp2_1	1	0	0	1
Dhcr24_1	0	0	1	1
Mea1_1	0	0	0	1
Sult2a1_1	1	0	0	0
Snora52_1	0	0	0	0
Elac1_1	0	0	0	0
KY467755_1	0	0	0	0
Ccdc172_1	0	1	0	0
Nectin2_1	0	0	0	1
Tradd_1	0	1	0	1
Hic1_1	1	0	0	0
Fam98a_1	0	0	0	1
Itih1_1	0	0	0	0
4932415M13Rik_1	0	1	1	0
Podxl2_1	0	0	1	1
Tmem139_1	0	0	0	0
D630033O11Rik_1	0	1	0	0
Ppp4c_1	0	0	0	1
Abo_1	0	0	0	0
Rpl38_1	0	0	0	1
Prl8a2_1	1	0	0	0
Rundc3a_1	0	0	0	1
Odf3l1_1	0	0	0	0
Cyp4b1-ps2_1	0	0	0	0
Gm9949_1	0	0	1	0
Api5_1	0	0	1	0
4931431C16Rik_1	0	1	0	0
A830036E02Rik_1	0	1	0	1
4930571K23Rik_1	0	1	1	0
Ankrd54_1	0	0	1	0
1700030F18Rik_1	0	1	0	0
Rbfox2_1	0	0	0	0
Zwilch_1	0	1	0	0
Tfcp2l1_1	1	0	0	1
Fibin_1	0	0	0	0
Mecom_4	0	1	0	0
Col17a1_1	0	0	0	1
Fam98c_1	0	1	1	1
Cyth4_1	0	0	0	0
Sh3yl1_1	0	1	0	1
Ipcef1_2	0	0	0	0
Fcer1a_1	0	0	0	0
Apobec1_2	0	1	0	0
Abr_3	0	1	0	1
Zfp474_1	0	0	0	0
AK141411_1	0	0	0	0
Cyp17a1_2	0	0	0	1
Nup88_1	0	0	0	1
Adgrg7_1	0	0	0	0
Rngtt_1	0	0	0	1
Jhy_1	0	0	1	0
Gm15326_1	0	0	0	0
Zfp444_1	0	0	0	0
Antxr2_2	0	0	0	1
Hcar2_1	1	0	1	0
Gm7361_1	0	0	1	0
Bscl2_2	0	0	0	1
Dsc2_2	0	0	0	1
Usp32_1	0	0	0	1
Rnf180_1	0	0	0	0
Gzmm_2	1	0	0	0
Tmem5_1	0	0	0	1
Guk1_2	0	1	0	1
D630024D03Rik_1	0	0	0	1
Bivm_1	0	0	0	0
Ctsh_1	0	1	0	0
Jph4_1	0	1	0	0
Defa32_1	1	1	0	0
Fkbp2_1	0	1	0	1
Bdh1_1	0	1	0	0
Mir762_1	0	0	1	0
Erp29_2	0	1	0	1
Trpm4_2	0	0	1	0
Nog_1	1	0	0	1
Gprin1_1	0	1	0	0
Armc4_1	0	1	0	0
Rusc2_3	0	0	1	1
4833420G17Rik_1	0	0	0	0
Folh1_1	0	1	0	0
Etv1_2	0	1	0	0
Ap3s2_1	0	0	0	0
Mef2d_1	0	1	0	1
9930014A18Rik_1	0	1	0	0
Otx1_1	0	0	0	1
Myf5_1	1	0	0	0
Exoc6_1	0	0	0	1
Cyp11a1_2	0	1	1	0
Opn1mw_1	0	0	0	0
4933402J07Rik_1	0	0	0	0
Mpeg1_1	0	0	0	1
Cep63_1	0	0	0	1
Anxa4_3	0	1	0	0
Mrto4_1	0	1	0	0
Zfp944_1	0	0	0	1
Spon2_1	0	0	0	1
Tarbp1_1	0	0	0	0
Msra_1	0	0	0	0
Adcy3_1	0	1	0	0
Ywhah_1	0	0	0	1
Dbt_1	0	0	1	1
AK080695_1	1	0	0	1
Pdzd8_1	0	0	0	1
Bok_1	0	0	0	1
Pid1_2	0	1	0	0
Serpine2_1	1	0	0	1
Mkln1os_1	1	0	0	0
Fam184b_1	0	0	0	1
Emp3_2	0	0	0	0
Gm5150_1	1	0	0	0
Agr3_1	1	0	1	0
Wscd2_2	0	1	0	0
Gpr151_1	0	0	0	1
Ubxn2a_1	0	1	0	0
Col1a2_1	1	0	0	0
Traf7_1	0	0	1	0
Myh8_1	1	0	1	0
Pgrmc2_1	0	0	1	1
Gfra1_1	0	1	0	0
1110059E24Rik_1	0	0	0	0
Klhl11_1	1	1	0	0
4930522O17Rik_1	0	1	0	0
Itih5_1	0	0	1	1
Slc23a1_1	0	0	0	0
Calca_1	1	0	1	0
Tox_2	0	0	0	0
Nr6a1_1	0	1	0	0
Sept5_2	0	1	0	1
Smad4_2	0	0	0	0
Pcdhb11_1	0	1	0	0
Tomm20l_1	0	0	0	0
Ccdc163_1	0	0	0	0
Zfpl1_1	0	0	0	1
Bcl11a_2	0	1	0	0
Zdhhc6_1	0	0	0	0
Nf2_2	0	0	0	0
Plpp4_1	0	0	0	0
Ccnd2_1	0	1	0	1
Prr19_1	0	1	1	1
Gm5538_1	1	1	0	0
Tespa1_1	0	1	0	0
Cdk2ap2_1	0	0	1	0
Klhl20_1	0	1	0	0
Zfp787_1	0	1	0	0
Grm7_2	0	0	0	1
H2-DMb1_1	0	0	1	1
Ttc39b_1	0	0	0	1
Kif20b_1	0	1	0	1
Cox14_1	0	0	1	0
Gja8_1	0	0	1	1
Gm11423_1	0	0	0	1
Kiss1r_1	0	1	0	0
Cnot2_1	0	0	0	0
Thoc7_1	0	0	0	1
Cfap61_1	0	0	0	0
Ptger2_1	0	0	0	0
Met_1	0	0	0	0
Hist1h3c_1	1	1	1	0
Dynll2_1	1	1	1	1
Edrf1_1	0	0	0	1
Tssc4_1	0	0	0	0
Ube2g1_1	0	0	0	1
Grb14_1	0	0	0	1
Dnase1l1_2	0	0	0	1
Zkscan16_1	0	0	0	0
Gpatch1_1	0	0	0	0
Ccng2_2	0	0	0	1
Srrm2_2	0	0	0	1
Acnat1_1	1	1	0	0
Prpf18_1	0	0	0	0
Hirip3_2	0	0	0	0
Igfbp7_1	0	1	0	0
Mon1b_2	0	0	1	1
Cox15_1	0	0	0	0
Tek_1	0	1	0	0
Syngr3_1	0	0	0	0
Eif5a_2	0	0	0	0
Tmem243_1	0	1	0	0
Atp8b5_1	0	1	0	1
Morc4_1	0	1	0	1
Grm5_2	0	1	0	0
Cops4_1	0	1	0	1
Ruvbl1_1	0	0	1	0
Phyhd1_1	0	1	0	1
Eif5a2_1	0	0	1	1
Ccdc27_1	0	0	0	0
Arid5a_2	0	0	0	0
Zfp850_1	0	0	0	0
Il7_1	0	0	1	0
Sept6_1	0	0	1	0
Tlr1_1	0	0	0	0
Plcxd1_1	0	1	0	0
Ifi203_1	0	0	0	0
Trerf1_3	0	0	0	0
Tra2a_1	0	0	0	1
Carf_1	0	0	0	0
Slc1a3_2	0	1	0	1
Zfp790_1	0	1	0	0
Synpo2l_2	0	1	0	0
Gm4787_1	0	1	1	0
U2surp_1	0	0	0	1
Cenpv_1	0	1	0	0
Tmem173_1	0	1	0	1
2310034O05Rik_1	1	0	0	0
AK076489_1	0	0	0	1
Prl7d1_1	1	0	0	0
Cap1_1	0	0	1	1
Xirp2_1	1	1	0	1
Dixdc1_2	0	1	0	0
Ola1_1	0	0	1	1
Tescl_1	0	0	0	1
Rtn2_2	0	0	0	1
Slc41a2_1	0	1	0	0
Dnm3_1	0	0	0	1
Cox7a2_1	0	0	0	1
Xiap_1	0	0	0	0
Grik5_1	0	0	0	1
Cnpy3_1	0	0	1	0
Gmip_1	0	0	0	1
Zfp942_1	0	0	0	1
Vsnl1_1	0	1	0	1
Ctcflos_1	0	0	0	0
Trpm1_1	0	0	0	0
Abhd11os_1	0	0	0	0
Myl1_1	1	1	0	1
Olfm3_1	0	1	0	0
Mtrr_1	0	0	1	0
Nsd3_1	0	0	1	0
D630011A20Rik_1	1	0	0	1
Acap3_2	0	1	0	0
Heph_1	0	1	0	0
Trp53rkb_1	0	0	0	0
Tdrd5_1	0	0	0	0
Mall_1	0	0	0	1
Parp10_1	0	0	0	1
C8b_2	0	0	0	0
Slc10a2_1	1	1	1	0
Nkapl_1	0	0	0	1
Eogt_1	0	1	0	1
Hoxd3os1_2	0	0	0	1
Lck_1	0	1	0	0
Pip4k2a_1	0	0	0	0
Zscan21_2	0	0	1	0
P3h3_1	0	0	0	1
Csrnp2_1	1	0	0	0
Mirlet7c-2_1	0	0	0	1
Grhl1_1	0	1	1	1
Ccr6_1	0	1	0	0
Tinag_1	0	0	0	0
Pcsk1_1	0	0	0	0
Dnaic2_2	0	1	0	0
Ngef_1	0	0	0	0
Snd1_1	0	0	1	1
Kcnmb4os2_1	0	0	0	0
Pcsk6_1	1	1	0	0
Ace2_1	0	1	0	0
Cyp2c66_1	1	1	0	0
Cdh16_1	0	1	1	0
Pdzd4_2	0	0	0	0
Pi4ka_1	0	0	0	1
Smox_1	0	1	0	1
Snora78_1	1	0	0	0
Zfp143_2	1	0	0	1
Lsmem1_1	0	0	1	0
Rnu1b2_1	0	0	0	0
4931414P19Rik_1	0	1	0	1
Kifc3_1	0	0	0	0
Ocm_1	0	1	0	1
Dgkq_1	0	0	0	1
Tulp4_2	0	1	0	0
Usp28_1	0	0	0	1
4930503L19Rik_1	0	0	0	1
Oscar_1	0	1	0	0
Serinc2_2	0	1	0	0
Ccnt2_1	0	0	0	1
Zfp46_1	0	1	1	0
Klhl12_1	0	0	0	0
Ccdc90b_2	0	0	0	1
Rragc_1	0	0	1	1
Arhgap24_2	0	0	0	0
Zfp345_1	0	0	1	1
Epha6_1	0	1	1	1
Myoz2_1	0	1	0	1
Edaradd_1	0	0	0	0
Gpd2_2	0	0	0	1
Psma3_1	0	0	1	1
Pafah1b3_2	0	1	0	0
Eef1b2_1	1	0	0	0
Ceacam19_1	0	1	0	0
Hpcal1_2	0	1	0	0
Gatad2b_1	0	0	0	1
Gm9696_1	0	0	0	0
Synj2bp_2	0	0	1	0
Gpr82_1	1	0	0	0
Cpeb3_1	0	0	0	1
Zfp651_1	0	1	0	0
Ralbp1_1	0	0	1	0
Bak1_1	0	1	1	1
Ctsr_1	1	0	1	0
Rp1_1	0	0	0	0
Sass6_1	0	0	0	1
4930550C14Rik_1	0	0	0	1
Map3k21_1	0	0	0	1
Spaca9_1	0	0	0	1
Fbxo4_1	0	1	0	1
Ctdspl2_2	0	0	0	1
Ddah1_1	0	1	0	0
Gm6904_1	0	1	0	0
2310035C23Rik_1	0	0	1	1
Prss44_1	0	0	0	0
2310015A10Rik_1	0	1	1	1
Mmp2_1	0	0	0	1
Eva1c_3	0	1	0	0
P4hb_1	1	0	1	1
Sirt3_2	0	1	0	0
Cenpb_1	0	0	0	0
Ttc5_1	0	0	0	0
Chsy1_1	0	0	1	0
Ndst4_2	0	1	0	0
Olfml2b_1	0	1	1	1
Ido1_2	0	0	0	1
Pknox2_1	0	0	0	1
Stat4_3	0	1	1	0
Tatdn2_1	0	0	0	0
Zp3r_1	0	1	0	0
Htatsf1_1	0	0	0	1
Apobec2_2	0	1	0	1
C87436_1	0	0	1	0
Tk1_2	0	0	0	0
Nav2_4	0	0	0	0
Car13_1	0	1	0	1
Gas1_1	1	1	0	0
Pla2g12b_1	1	0	0	1
Snhg5_1	1	0	1	1
Plekha8_1	0	1	0	1
Agfg2_1	0	0	0	1
Hprt_1	0	1	0	1
Matn4_2	1	0	0	1
Chuk_1	0	0	0	1
Kcng3_1	0	1	0	1
Lce1l_1	1	1	0	0
4933405L10Rik_1	0	0	0	1
Aven_1	0	0	0	0
Slamf9_1	0	1	0	1
Kdelc2_1	0	1	1	1
Setd4_1	0	0	0	0
Ube2dnl1_1	0	0	0	1
Adgrf5_2	1	0	0	0
Tcf7_1	0	0	0	1
4930453N24Rik_1	0	0	0	1
Setx_1	0	1	0	1
1700065D16Rik_1	0	1	0	1
Cdc42se1_2	0	0	0	1
Gys1_1	0	1	1	1
Ces2g_1	0	0	1	1
Pds5b_1	0	0	0	0
Cenph_1	0	0	0	0
Plppr5_1	0	0	0	0
Sema6c_2	0	0	0	1
Mras_1	0	1	1	0
AK047804_1	0	0	0	0
Heatr1_1	0	0	0	1
Cytip_2	1	0	0	1
Fxn_1	0	0	0	1
Tm2d3_1	0	0	0	0
Psg17_2	1	0	0	0
Nat8l_1	0	0	0	0
Fkbp1b_1	0	1	1	1
IAP8_1	0	0	1	0
Slc25a35_1	0	1	1	0
Ctnnd1_1	0	1	1	0
Enpp7_1	0	1	0	0
Xlr4a_1	0	0	1	1
Prb1_1	1	1	0	0
Pxn_1	0	0	0	1
Ttc22_1	0	1	0	0
Npas2_2	0	0	0	0
Dnajc10_2	0	0	0	1
Iqgap2_1	0	1	0	1
Gbe1_1	1	0	0	1
DQ340292_1	0	1	1	0
Cacnb1_1	0	0	0	1
H19_1	1	0	1	1
Thap4_1	0	0	0	0
Mplkip_1	1	0	0	1
Asb9_2	0	0	0	0
Kif2c_1	1	0	1	1
Nucks1_1	0	1	0	1
Lrrtm1_1	0	0	0	0
Trmt61a_1	0	0	0	0
Arhgef17_1	0	0	0	1
Rims2_2	0	1	0	0
AK145161_1	0	0	0	0
Mfsd1_1	0	0	0	1
Adar_3	0	0	0	1
Prl3d1_1	1	0	0	0
Rfc1_1	0	0	0	0
Ddx3y_1	0	0	0	0
Vps51_1	0	0	0	0
Hist2h3c2_1	1	0	1	1
Nlrp4f_1	0	0	1	1
Slc1a5_1	0	1	1	1
Lrrd1_1	0	0	0	0
Ap5z1_1	0	0	0	1
Olfm1_3	0	0	0	0
Lrrc9_1	0	0	0	0
Dlg5_1	0	1	0	1
Tmco3_1	0	1	0	0
Alkal2_1	0	0	0	0
Tmem173_2	0	1	0	0
Lrp10_1	0	0	0	0
1700018B08Rik_1	0	0	1	0
Aqp4_2	0	0	0	0
Tab2_1	0	0	0	0
Ankrd9_1	0	0	1	1
Hgd_2	0	0	1	0
AK019737_1	0	0	0	0
Pcdhb5_1	0	1	0	0
Pkp3_3	0	0	0	1
Gid8_1	0	0	1	0
Dlg1_2	0	0	0	1
Sumo3_2	0	0	0	1
Spice1_2	0	0	0	0
Slc35f4_1	0	0	0	0
Zfp647_1	0	0	0	1
Cish_1	0	1	0	1
Fgfr1op_1	0	0	0	1
Itsn1_2	0	1	0	0
Rhob_1	1	0	1	1
Chst10_1	0	1	1	0
Myof_1	0	0	0	0
Nrxn3_1	0	1	0	0
Kti12_1	0	0	0	0
Sec24a_3	0	1	0	1
Asap2_1	0	0	0	1
Clec12b_1	0	1	0	1
Tlk1_1	0	1	1	0
Lins1_1	0	0	1	1
Clcc1_1	0	0	0	1
Rchy1_1	0	0	0	1
P3h1_1	0	1	1	1
Foxa1_1	0	0	0	0
Stamos_1	0	0	0	0
Sdf2_2	0	1	0	0
BC049715_2	0	0	0	0
Golim4_1	0	0	0	1
Neil1_1	0	1	0	0
2900097C17Rik_1	0	1	0	1
Phyhip_1	0	0	1	1
Trp53i11_1	0	1	1	0
Tyro3_1	0	1	0	0
Abcb9_2	0	1	0	1
Ms4a7_1	0	1	0	0
Wfdc11_1	0	0	0	0
AK053689_2	0	1	0	0
Arhgap18_1	0	1	0	1
Nes_1	1	0	0	1
Rhox4a_1	0	0	1	0
Krt12_1	1	1	0	0
Bnip1_1	0	1	0	0
Emx1_1	0	0	0	0
9130409I23Rik_1	0	0	0	1
Stim2_1	0	0	0	1
